품목,등급,단량,단위,평균가
기타식품(기타),상(2등            ,4,kg,9000
기타식품(기타),상(2등            ,4,kg,9500
기타식품(기타),상(2등            ,4,kg,17000
기타식품(기타),상(2등            ,8,kg,6000
기타식품(기타),상(2등            ,2,kg,10000
기타식품(기타),상(2등            ,4,kg,14000
기타식품(기타),상(2등            ,1,kg,6000
기타식품(기타),상(2등            ,4,kg,12000
기타식품(기타),상(2등            ,1,kg,8000
기타식품(기타),상(2등            ,4,kg,19000
기타식품(기타),상(2등            ,10,kg,34000
기타식품(기타),상(2등            ,1,kg,4000
기타식품(기타),상(2등            ,4,kg,16000
기타식품(기타),상(2등            ,4,kg,14947
기타식품(기타),상(2등            ,4,kg,9000
기타식품(기타),상(2등            ,4,kg,10000
기타식품(기타),상(2등            ,2,kg,6000
기타식품(기타),상(2등            ,4,kg,13000
기타식품(기타),상(2등            ,3,kg,5000
기타식품(기타),상(2등            ,4,kg,2435
기타식품(기타),상(2등            ,10,kg,12923
기타식품(기타),상(2등            ,4,kg,9492
기타식품(기타),상(2등            ,4,kg,10000
기타식품(기타),상(2등            ,10,kg,16000
깻잎(기타),특(1등            ,2,kg,24861
깻잎(기타),특(1등            ,3,kg,16666
깻잎(기타),특(1등            ,3.5,kg,14000
깻잎(기타),특(1등            ,4,kg,12231
깻잎(기타),특(1등            ,2,kg,17938
깻잎(기타),특(1등            ,3,kg,21204
깻잎(기타),특(1등            ,3.6,kg,15000
깻잎(기타),특(1등            ,2,kg,16219
깻잎(기타),특(1등            ,3,kg,21170
깻잎(기타),특(1등            ,4,kg,21000
깻잎(기타),특(1등            ,4.5,kg,23500
깻잎(기타),특(1등            ,4.6,kg,12000
깻잎(기타),특(1등            ,2,kg,18200
깻잎(기타),특(1등            ,2.3,kg,12000
깻잎(기타),특(1등            ,3,kg,23087
깻잎(기타),특(1등            ,4,kg,12000
깻잎(기타),특(1등            ,4.5,kg,13000
깻잎(기타),특(1등            ,2,kg,16213
깻잎(기타),특(1등            ,3,kg,15305
깻잎(기타),특(1등            ,3.5,kg,11000
깻잎(기타),특(1등            ,4,kg,15733
깻잎(기타),특(1등            ,2,kg,18318
깻잎(기타),특(1등            ,2.4,kg,5000
깻잎(기타),특(1등            ,3,kg,12194
깻잎(기타),특(1등            ,4,kg,8000
깻잎(기타),특(1등            ,4.6,kg,13000
깻잎(기타),특(1등            ,1.6,kg,31200
깻잎(기타),특(1등            ,2,kg,28472
깻잎(기타),특(1등            ,2.1,kg,39000
깻잎(기타),특(1등            ,3,kg,16280
깻잎(기타),특(1등            ,4,kg,11000
깻잎(기타),특(1등            ,2,kg,27463
깻잎(기타),특(1등            ,3,kg,16872
깻잎(기타),특(1등            ,4,kg,19286
깻잎(기타),특(1등            ,4.5,kg,10000
깻잎(기타),특(1등            ,2,kg,17215
깻잎(기타),특(1등            ,3,kg,14396
깻잎(기타),특(1등            ,4,kg,19000
깻잎(기타),특(1등            ,4.6,kg,10000
깻잎(기타),특(1등            ,2,kg,18178
깻잎(기타),특(1등            ,3,kg,13379
깻잎(기타),특(1등            ,3.5,kg,12000
깻잎(기타),특(1등            ,4,kg,15000
깻잎(기타),특(1등            ,5,kg,10000
깻잎(기타),특(1등            ,2,kg,16767
깻잎(기타),특(1등            ,3,kg,19205
깻잎(기타),특(1등            ,4,kg,19143
깻잎(기타),특(1등            ,2,kg,20681
깻잎(기타),특(1등            ,2.6,kg,6000
깻잎(기타),특(1등            ,3,kg,15890
깻잎(기타),특(1등            ,3.8,kg,12500
깻잎(기타),특(1등            ,2,kg,18062
깻잎(기타),특(1등            ,3,kg,15726
깻잎(기타),특(1등            ,4,kg,8000
깻잎(기타),특(1등            ,2,kg,18406
깻잎(기타),특(1등            ,3,kg,13287
깻잎(기타),특(1등            ,4,kg,17000
깻잎(기타),특(1등            ,2,kg,22779
깻잎(기타),특(1등            ,3,kg,13259
깻잎(기타),특(1등            ,3.5,kg,14000
깻잎(기타),특(1등            ,4,kg,11200
깻잎(기타),특(1등            ,4.4,kg,9000
깻잎(기타),특(1등            ,2,kg,12827
깻잎(기타),특(1등            ,3,kg,6556
깻잎(기타),특(1등            ,4,kg,6471
깻잎(기타),특(1등            ,4.6,kg,7000
깻잎(기타),특(1등            ,2,kg,10208
깻잎(기타),보통(3            ,2,kg,11000
깻잎(기타),특(1등            ,3,kg,7047
깻잎(기타),특(1등            ,4,kg,5000
깻잎(기타),특(1등            ,2,kg,9431
깻잎(기타),보통(3            ,2,kg,16000
깻잎(기타),특(1등            ,3,kg,4842
깻잎(기타),특(1등            ,4,kg,3305
깻잎(기타),특(1등            ,4.6,kg,5000
깻잎(기타),특(1등            ,2,kg,19287
깻잎(기타),특(1등            ,3,kg,13332
깻잎(기타),특(1등            ,3.6,kg,9000
깻잎(기타),특(1등            ,2,kg,16747
깻잎(기타),특(1등            ,3,kg,14362
깻잎(기타),특(1등            ,3.6,kg,10500
깻잎(기타),특(1등            ,2,kg,18046
깻잎(기타),특(1등            ,3,kg,9243
깻잎(기타),특(1등            ,3.5,kg,9000
깻잎(기타),특(1등            ,3.6,kg,9000
깻잎(기타),특(1등            ,4,kg,12500
깻잎(기타),특(1등            ,2,kg,15246
깻잎(기타),특(1등            ,3,kg,11381
깻잎(기타),특(1등            ,3.5,kg,8750
깻잎(기타),특(1등            ,4,kg,14000
깻잎(기타),특(1등            ,2,kg,13194
깻잎(기타),특(1등            ,3,kg,377728
깻잎(기타),특(1등            ,3.6,kg,7000
깻잎(기타),특(1등            ,4,kg,7000
깻잎(기타),특(1등            ,2,kg,10859
깻잎(기타),특(1등            ,3,kg,7500
깻잎(기타),특(1등            ,4,kg,6176
깻잎(기타),특(1등            ,4.2,kg,6000
깻잎(기타),특(1등            ,2,kg,12902
깻잎(기타),특(1등            ,2.8,kg,4000
깻잎(기타),특(1등            ,3,kg,9079
깻잎(기타),특(1등            ,4.9,kg,8000
깻잎(기타),특(1등            ,2,kg,12857
깻잎(기타),특(1등            ,3,kg,9207
깻잎(기타),특(1등            ,3.6,kg,7000
깻잎(기타),특(1등            ,4,kg,8292
깻잎(기타),특(1등            ,2,kg,14452
깻잎(기타),특(1등            ,3,kg,8708
깻잎(기타),특(1등            ,3.5,kg,5000
깻잎(기타),특(1등            ,4.6,kg,4000
깻잎(깻단),특(1등            ,0.5,kg,600
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,21345
깻잎(깻잎(일반)),상(2등            ,2,kg,25435
깻잎(깻잎(일반)),특(1등            ,3,kg,19625
깻잎(깻잎(일반)),없음              ,2,kg,15233
깻잎(깻잎(일반)),특(1등            ,2,kg,18328
깻잎(깻잎(일반)),상(2등            ,2,kg,25674
깻잎(깻잎(일반)),특(1등            ,3,kg,21750
깻잎(깻잎(일반)),특(1등            ,4,kg,23000
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,20870
깻잎(깻잎(일반)),상(2등            ,2,kg,24102
깻잎(깻잎(일반)),특(1등            ,3,kg,19000
깻잎(깻잎(일반)),없음              ,2,kg,16000
깻잎(깻잎(일반)),특(1등            ,2,kg,24042
깻잎(깻잎(일반)),상(2등            ,2,kg,27239
깻잎(깻잎(일반)),특(1등            ,3,kg,23773
깻잎(깻잎(일반)),특(1등            ,4,kg,26000
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,20037
깻잎(깻잎(일반)),상(2등            ,2,kg,21648
깻잎(깻잎(일반)),특(1등            ,4,kg,26000
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,20320
깻잎(깻잎(일반)),상(2등            ,2,kg,21600
깻잎(깻잎(일반)),특(1등            ,3,kg,17000
깻잎(깻잎(일반)),특(1등            ,4,kg,20000
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,22938
깻잎(깻잎(일반)),상(2등            ,2,kg,24408
깻잎(깻잎(일반)),특(1등            ,4,kg,28000
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,21637
깻잎(깻잎(일반)),상(2등            ,2,kg,22889
깻잎(깻잎(일반)),특(1등            ,3,kg,23500
깻잎(깻잎(일반)),특(1등            ,4,kg,111500
깻잎(깻잎(일반)),없음              ,2,kg,15000
깻잎(깻잎(일반)),특(1등            ,2,kg,25253
깻잎(깻잎(일반)),상(2등            ,2,kg,25483
깻잎(깻잎(일반)),특(1등            ,4,kg,30000
깻잎(깻잎(일반)),특(1등            ,2,kg,19804
깻잎(깻잎(일반)),상(2등            ,2,kg,24149
깻잎(깻잎(일반)),특(1등            ,3,kg,23438
깻잎(깻잎(일반)),특(1등            ,4,kg,20000
깻잎(깻잎(일반)),특(1등            ,2,kg,18423
깻잎(깻잎(일반)),상(2등            ,2,kg,19208
깻잎(깻잎(일반)),특(1등            ,3,kg,20185
깻잎(깻잎(일반)),없음              ,2,kg,14500
깻잎(깻잎(일반)),특(1등            ,2,kg,24132
깻잎(깻잎(일반)),상(2등            ,2,kg,23914
깻잎(깻잎(일반)),특(1등            ,3,kg,13000
깻잎(깻잎(일반)),특(1등            ,4,kg,28000
깻잎(깻잎(일반)),없음              ,2,kg,15952
깻잎(깻잎(일반)),특(1등            ,2,kg,25180
깻잎(깻잎(일반)),상(2등            ,2,kg,23138
깻잎(깻잎(일반)),특(1등            ,4,kg,25000
깻잎(깻잎(일반)),특(1등            ,2,kg,29870
깻잎(깻잎(일반)),상(2등            ,2,kg,25222
깻잎(깻잎(일반)),특(1등            ,4,kg,28333
깻잎(깻잎(일반)),특(1등            ,2,kg,21313
깻잎(깻잎(일반)),상(2등            ,2,kg,25813
깻잎(깻잎(일반)),특(1등            ,3,kg,29900
깻잎(깻잎(일반)),특(1등            ,4,kg,33000
깻잎(깻잎(일반)),특(1등            ,2,kg,15556
깻잎(깻잎(일반)),상(2등            ,2,kg,15580
깻잎(깻잎(일반)),특(1등            ,3,kg,3000
깻잎(깻잎(일반)),특(1등            ,4,kg,11000
깻잎(깻잎(일반)),특(1등            ,2,kg,14962
깻잎(깻잎(일반)),상(2등            ,2,kg,15076
깻잎(깻잎(일반)),특(1등            ,3,kg,10200
깻잎(깻잎(일반)),특(1등            ,4,kg,9385
깻잎(깻잎(일반)),특(1등            ,8,kg,14000
깻잎(깻잎(일반)),특(1등            ,2,kg,14571
깻잎(깻잎(일반)),상(2등            ,2,kg,17829
깻잎(깻잎(일반)),특(1등            ,3,kg,11333
깻잎(깻잎(일반)),특(1등            ,4,kg,12875
깻잎(깻잎(일반)),특(1등            ,2,kg,13412
깻잎(깻잎(일반)),상(2등            ,2,kg,15759
깻잎(깻잎(일반)),특(1등            ,3,kg,10679
깻잎(깻잎(일반)),특(1등            ,4,kg,12000
깻잎(깻잎(일반)),특(1등            ,2,kg,14360
깻잎(깻잎(일반)),상(2등            ,2,kg,20009
깻잎(깻잎(일반)),특(1등            ,3,kg,15000
깻잎(깻잎(일반)),특(1등            ,4,kg,13000
깻잎(깻잎(일반)),특(1등            ,4.6,kg,8000
깻잎(깻잎(일반)),특(1등            ,2,kg,17232
